,Comment,Sentiment
3356,Imagine if she actually mixed up  the bowls...The look on her face would have been priceless😂😂😂,Neutral
3357,ESSA MULHER É UMA CAPETA,Neutral
3358,How could this possibly be a 14 minute video,Neutral
3359,Imagine she touched her eye,Neutral
3360,This is mean but Hilariously Funny🤣🤣🤣,Neutral
3361,Ayyy Slaiman with the dope tracks!!,Neutral
3362,This wasn’t even funny,Positive
3363,She’s a bitch leave that slut,Negative
3364,Ik I am late but that beat though,Neutral
3365,when he comes out of the closet i'd be honored to take his place and be the lucky shit who gets to wake up next to you.,Positive
3366,Wow that's Krazy he was in alot of pain Kate  I love your accent,Positive
3367,He screams like a girl 😂😂😂,Positive
3368,That is not Nice he can to the hospital,Negative
3369,Ur so ugly lol,Negative
3370,Omg his voice and those hiccups... lol. He sounds like a girl 😂😂😂,Positive
3371,Isn't that dangerous?... Good prank tho LOL,Positive
3372,Think me might be gay.,Neutral
3373,It's so funny I love the video,Positive
3374,Are you trying to kill him,Negative
3375,welldone kate,Neutral
3376,... this pranking stuff is so stupid. 😑,Negative
3377,Omygahyd.. 😲,Neutral
3378,You’re so rude,Negative
3379,😂😂😂,Neutral
3380,YOU FREAKING SAVAGE XDDD,Negative
3381,Dude he could of died. I wouldn't do this to someone I hate... people will do some shitty things for a little money lol,Negative
3382,I feel bad for slaiman because that could cause a real damage i think kate went a little bit far on this #slaiman_team,Negative
3383,Mega orgasm at 10:21,Neutral
3384,This is the best thing I’ve ever seen! It’s so stinking funny!!!,Positive
3385,OUR GOD FATHER JESUS CHRIST IS HEALER AND SAVIOR AND HE LOVES US,Positive
3386,"It would’ve been funnier if there was water there or something else to drink immediately when it was too much for him. Because eating something so spicy can be dangerous. And that’s probably why the lady in the shop was hesitant to sell it. He could’ve really suffocated. But hey nice revenge prank. But next time, keep that in mind😘😘",Negative
3387,You deserve more than 10 million subscribers ❤❤❤❤❤❤❤,Neutral
3388,Ho,Neutral
3389,First i enjoy with this video but after i saw this girl laughed and still recording the video while his bf can't breath.. What the hell she can do this! shitttttttttttttttttt,Negative
3390,What if something had actually happened to him? 😑 not funny,Negative
3391,The huhs euuurgh are so funny,Positive
3392,This is not even funny. She would’ve felt really bad if he died,Negative
3393,If i were in his position i would leave that bitch same time no prank or joke is as imp as our relations bitch🙏🏻,Negative
3394,thats cruel,Negative
3395,"What kind of bitch is that so cruel she is , cant she see how he is crying and she is laughing wtf😡",Negative
3396,🤣🤣🤣🤣🤣🤣 the way he reacted .. I’m dyingggggggggg 😂😂😂😂😂😂,Neutral
3397,"Ha, Gottem!",Positive
3398,Well at least it is better to do these kind of pranks than the last prank... lol,Positive
3399,such a bitch,Negative
3400,This wasn’t fun at all! This was rather every dangerous and mean,Positive
3401,Bro she is crazy she put half the hot sauce into it😂,Negative
3402,How is this funny but no hate,Negative
3403,No he didn't deserve this I feel bad because he was happy to do this I think pretty nervous but I still thing he didn't deserve it,Neutral
3404,I got an 500.000 its not that spicy  ? Idk whats wrong with this guy,Negative
3405,Weaklings,Negative
3406,10:50,Neutral
3407,"Slaiman:""Why did you put that shit in mine??""
Kate: ""I thought you would like it"" LMFAO",Positive
3408,"his accent with that high pitch voice, litterally made the whole video a whole lot better",Positive
3409,Omg guys I’m obssessed with your pranks they’re so hilarious !!,Positive
3410,HAHAHAAH I die laughing watching your guys' videos!,Negative
3411,Why hide the water?,Negative
3412,500k scoviles is a health risk,Negative
3413,This is like the time when Simon pranked Kate with the hot sauce to put Kate put more,Positive
3414,Trash,Neutral
3415,"Karma is a bitch, Slaiman...

Number one:
https://youtu.be/d7HSDPvmAzA

Number two:
https://youtu.be/xvjHPMjI2Ic",Negative
3416,"""HAA HAA HAA"" yet he still continues eating...",Neutral
3417,Jk,Positive
3418,That’s cruel and I will say it’s marking me hungry for foooooooooooooooooooooddd,Negative
3419,That Shit ain’t even that hot,Negative
3420,Haaaa haaaaa awwwwww he’s a lil girl wtf,Negative
3421,Wow your pretty smart🤙💯,Positive
3422,he looks like a crying baby,Negative
3423,I hate kate,Negative
3424,I did that challenge I just licked it I couldn't do it anymore,Positive
3425,"when she asked was it that bad, it was like she killed somebody and asked why the guy was dead. really hope she ate the wrong one",Negative
3426,Her one looked more spicy to his i was like shit I hope she has the right one 😂😂,Positive
3427,Wow that tv is just wow 😍😍 and this prank was just great 😂😂😂,Positive
3428,The hiccups 😂😂😂😂😂😂😂,Neutral
3429,Really want some noodles now !,Positive
3430,HOLLY SHIT YOU'RE EXTREME!!! :( and mean :(,Negative
3431,Good prank.. but u a really dumb bitch.. like really.. get some common sense,Negative
3432,i kinda....cheated. hahaha that was wrong so funny though i wonder what kinda come back it brewing for the lady maan i dont think she is safe anymore till next time. hahaha,Positive
3433,He’s gonna have one hell of a shit,Negative
3434,Rekt! :D well done Kate :P,Positive
3435,Is he okay?,Positive
3436,"Slaiman cries like a girl 10:49, 11:13 !!!!!!!!!!!!!",Negative
3437,Awe poor slaiman I feel so bad.,Negative
3438,"That moment when he thinks water makes makes it better ""AUHHHHHH""",Positive
3439,Water makes it even more painful though,Negative
3440,She reminds me of the Joker,Positive
3441,This prank is stupid,Negative
3442,It sounds like he is moaning,Positive
3443,when she would have changed the two bowls and then she had to eat the spicy one,Neutral
3444,11:13 meme - when you realise you've got no more beer.,Negative
3445,I love spicy things,Positive
3446,kate is f up.,Neutral
3447,he so deserved that. i thought it was funny asf,Positive
3448,"I had megadeath once, just a tooth pick dipped into it, and it scorched my entire mouth. It's utterly inedible.",Neutral
3449,HAHHAHAAHAHAHAHAHAHAHHA,Neutral
3450,OMG I feel really sorry for him 😣😣well done good prank😉😉😉😉,Positive
3451,Slaiman are you Lebanese,Neutral
3452,"Haha, This is a great idea 🤔😈. WE DO PRANKS TOO!!!! This is a great idea for a prank 🔥👌🏼❤️❤️ LOVE YOU GUYS 🙋🏻‍♀️🙋🏻‍♂️❤️",Positive
3453,Hahahaha thats soo funny! 😂,Positive
3454,This is NOT funny !,Negative
3455,OF COURSE HE'S TAPPING OUT YOU IDIOT CAN'T YOU SEE HE'S DYING??!?!,Negative
3456,dafuk seriously this is so mean,Negative
3457,eating starts at 7:49,Neutral
3458,"it's so hot ""still eats it""",Neutral
3459,Drink milk.,Neutral
3460,"You should have put in the hot ones sauce.. its 2,000,000+ scoville",Neutral
3461,Bitch!!you might kill him!!someone died because of that....😡😡😡😡,Negative
3462,his but's gonna burn 🔥🔥🔥,Neutral
3463,"Lol 😂 I do it one's i do the cheese flavor but I'm prepared ice cream ,cold water,milk,and I finished it all the milk",Positive
3464,You should do the viagra prank for revenge,Negative
3465,That's so mean...you shouldn't date each other to make each other suffer so much...how insensitive,Negative
3466,That's an evil-looking sauce.,Neutral
3467,The scripts are getting worse.,Negative
3468,So he gotta be all dramatic,Neutral
3469,I loved that waaaaaay too much I’m dead,Negative
3470,I’m in hotel with apple and I’m hungry that’s her nam3 okay,Positive
3471,Haaaaahh haaaahh... like a little bitch,Negative
3472,HE FUCKN DESERVED IT !!,Neutral
3473,She put way too much in that bowl!,Neutral
3474,See I feel so bad 😭 he’s literally crying,Negative
3475,Poor Simon,Negative
3476,Simon now needs a gallon if milk now 😂,Neutral
3477,Omg that’s too much 😣,Neutral
3478,Step up ur game my most hated persons breath is hotter than it noodles will ever be,Negative
3479,More kate! get more revenge! haha! enjoy watching your show. pls support my kids too.they just open their channel today. thank you. https://youtu.be/NwG98Wj5ghs,Positive
3480,He's crying ahah,Negative
3481,Is it just me or the noodles looks like watermelons in the thumbnail😂😂,Positive
3482,10:21 the most hilarious part!!😂😂😂😂😂😂😂😂,Positive
3483,Man what a little bitch.,Negative
3484,She's evil there really could have been some digestive issues im unsubscribing fucking bitch,Negative
3485,Bullshit....kill him,Neutral
3486,Slaiman’s Spicy Reaction Tho,Neutral
3487,I hope he knows that water spreads the heat,Positive
3488,When are you two should do the coke prank,Neutral
3489,"Oops that was heaps!
 then Adds more",Neutral
3490,Look @ all those noods!!!!!!! Kate you makin me hungry 4 some noods x,Neutral
3491,I eat this for break fast everyday..,Neutral
3492,Hes totally gay,Neutral
3493,Ur too mean,Neutral
3494,funny but this could have given him serious gastric issues,Positive
3495,Lol,Positive
3496,I cant believe he is crying lol,Negative
3497,Why he keeps eating those 😂,Neutral
3498,Wonderful Kate. He deserves it!,Positive
3499,His scream is so gay,Negative
3500,"To be honest, I feel u guys live life on pranks. By now, pranks should no longer be a surprise. And truthfully, it's too much. Is that all there is?",Positive
3501,"Bitch wat is she doing ??
It's hurting him and that shit is filming and enjoying",Negative
3502,🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,Neutral
3503,Your videos are the best,Positive
3504,*HAAA HAAA HAAA HAAA KATE*,Neutral
3505,His random haaaaaa😂😂,Neutral
3506,Why didn’t he drink milk? Water makes it worse!,Negative
3507,Dang... she’s went overboard on this,Neutral
3508,"Is he still alive at this moment? Mean girl , i think she’s planning to kill her guy",Negative
3509,This is not prank this can be life threatening.,Negative
3510,Cringe level over 9000,Neutral
3511,10:22 😂i feel bad for him,Negative
3512,Kate you are a goddess!,Neutral
3513,"if i was there ,n  prank on my b.f like dis he will definitely gona kill me😂😂n i was like bye bye mom n dad😂😂",Positive
3514,Lol his face haha,Positive
3515,he is sooo cuteeeee😂😂😂😂i love his reaction😂😂😂😂...o my i love him😍😍he cried like a little childddd,Positive
3516,"oh my God, Kate I love your revenge pranks, this is the best reaction. priceless",Positive
3517,I've never laughed this hard!! 😂,Negative
3518,This isn't a prank. She's honestly so stupid.,Negative
3519,I ate it with half the bottle of siracha they wherw spicys but hes over reacting,Neutral
